haplotype	first	last	duration	total	prefecture
1.70.105.1.3	2020-07-21	2020-08-01	12	22	Hiroshima
1.70.106	2020-08-15	2020-08-30	16	2	Saitama
1.70.106	2020-08-18	2020-08-18	1	1	Ibaraki
1.70.106	2020-08-19	2020-08-19	1	1	Tokyo
1.70.106	2020-08-24	2020-08-24	1	2	Kanagawa
1.70.106.2	2020-08-29	2020-08-29	1	1	Saitama
1.70.106.2	2020-09-01	2020-09-01	1	2	Tokyo
1.70.106.2.x.1	2020-09-17	2020-09-28	12	6	Hyogo
1.70.109	2020-07-05	2020-07-18	14	22	Saitama
1.70.112	2020-07-20	2020-07-29	10	2	Hyogo
1.70.112	2020-07-28	2020-07-28	1	1	Chiba
1.70.112	2020-07-28	2020-08-12	16	3	Kanagawa
1.70.112	2020-07-28	2020-07-28	1	1	Saitama
1.70.112	2020-08-05	2020-08-05	1	1	Hokkaido
1.70.112.3	2020-07-12	2020-07-25	14	2	Chiba
1.70.112.3	2020-07-17	2020-07-25	9	2	Kanagawa
1.70.112.3	2020-08-03	2020-09-02	31	2	Tokyo
1.70.112.3	2020-08-12	2020-08-14	3	2	Gunma
1.70.112.3	2020-08-16	2020-08-16	1	6	Ishikawa
1.70.112.x.1|1.70.3.x.1	2020-07-14	2020-07-14	1	1	Kochi
1.70.112.x.1|1.70.3.x.1	2020-07-22	2020-07-31	10	6	Shiga
1.70.112.x.1|1.70.3.x.1	2020-07-25	2020-07-25	1	1	Tottori
1.70.112.x.1|1.70.3.x.1	2020-07-29	2020-08-02	5	5	Hiroshima
1.70.112.x.1|1.70.3.x.1	2020-08-01	2020-08-01	1	1	Saitama
1.70.123	2020-06-19	2020-08-29	72	11	Chiba
1.70.123	2020-06-23	2020-08-05	44	14	Fukuoka
1.70.123	2020-06-25	2020-08-07	44	7	Saitama
1.70.123	2020-06-26	2020-08-06	42	10	Tochigi
1.70.123	2020-06-29	2020-07-27	29	6	Kanagawa
1.70.123	2020-07-08	2020-07-20	13	21	Tokyo
1.70.123	2020-07-11	2020-07-11	1	1	Yamanashi
1.70.123	2020-07-13	2020-07-14	2	2	Okayama
1.70.123	2020-07-13	2020-07-13	1	2	Hiroshima
1.70.123	2020-07-17	2020-07-17	1	1	Nagasaki
1.70.123	2020-07-26	2020-08-25	31	13	Okinawa
1.70.123	2020-07-30	2020-07-31	2	2	Oita
1.70.123	2020-08-05	2020-08-21	17	4	Hokkaido
1.70.123	2020-08-25	2020-08-25	1	1	Wakayama
1.70.123.18	2020-07-12	2020-07-19	8	8	Chiba
1.70.123.29	2020-07-18	2020-08-15	29	2	Hyogo
1.70.123.29	2020-07-18	2020-07-18	1	1	Ibaraki
1.70.123.29	2020-07-26	2020-07-26	1	3	Saitama
1.70.123.34	2020-08-25	2020-09-09	16	6	Hyogo
1.70.123.x.9	2020-07-25	2020-08-16	23	16	Ibaraki
1.70.123.x.9.1	2020-07-28	2020-08-07	11	10	Ibaraki
1.70.123.x.9.1	2020-08-06	2020-08-16	11	2	Chiba
1.70.134	2020-08-26	2020-08-26	1	1	Chiba
1.70.134.1	2020-08-25	2020-08-25	1	1	Chiba
1.70.134.1.1	2020-08-27	2020-10-19	54	31	Miyagi
1.70.134.1.1	2020-08-31	2020-09-04	5	5	Fukushima
1.70.134.1.1	2020-09-08	2020-10-19	42	7	Hokkaido
1.70.134.1.1.5	2020-08-30	2020-09-06	8	8	Miyagi
1.70.141	2020-08-18	2020-09-09	23	4	Chiba
1.70.141	2020-08-27	2020-08-27	1	1	Tochigi
1.70.141	2020-08-28	2020-09-01	5	2	Saitama
1.70.142	2020-07-24	2020-08-06	14	4	Mie
1.70.142	2020-07-30	2020-08-04	6	4	Fukui
1.70.142	2020-08-03	2020-08-03	1	1	Gifu
1.70.142	2020-08-06	2020-08-06	1	1	Toyama
1.70.142	2020-08-08	2020-08-08	1	1	Nagasaki
1.70.142	2020-08-13	2020-08-13	1	1	Okinawa
1.70.142	2020-08-17	2020-08-19	3	3	Hyogo
1.70.142	2020-08-18	2020-08-18	1	1	Shiga
1.70.147	2020-07-16	2020-09-01	48	12	Saitama
1.70.147	2020-07-25	2020-07-25	1	1	Niigata
1.70.147	2020-07-27	2020-08-14	19	4	Tokyo
1.70.147	2020-07-29	2020-08-23	26	6	Chiba
1.70.147	2020-08-05	2020-08-15	11	12	Hyogo
1.70.147	2020-08-07	2020-08-07	1	2	Okinawa
1.70.147.4	2020-08-04	2020-08-14	11	3	Saitama
1.70.147.4	2020-08-07	2020-08-16	10	4	Okayama
1.70.147.4	2020-08-08	2020-08-08	1	1	Fukuoka
1.70.149	2020-11-13	2020-11-13	1	1	Aomori
1.70.149	2020-11-19	2020-11-19	1	1	Hyogo
1.70.149.1	2020-11-10	2021-02-01	84	25	Mie
1.70.149.1	2020-12-04	2020-12-04	1	1	Hyogo
1.70.149.1	2020-12-24	2021-01-03	11	2	Gunma
1.70.149.1	2021-01-20	2021-01-20	1	1	Osaka
1.70.149.1.6	2020-12-19	2021-01-01	14	4	Kagoshima
1.70.149.1.6	2020-12-21	2020-12-21	1	1	Oita
1.70.149.1.6	2021-01-05	2021-01-06	2	2	Hiroshima
1.70.149.1.6	2021-01-08	2021-02-02	26	2	Saitama
1.70.149.1.15	2020-12-28	2021-02-12	47	11	Saitama
1.70.149.4	2020-11-06	2020-11-06	1	1	Fukui
1.70.149.4	2020-11-07	2020-11-29	23	12	Nagano
1.70.149.4	2020-11-19	2020-11-19	1	1	Niigata
